publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	bestppn
Journal of spectroscopy (Hindawi. Online)	2314-4920	2314-4939	2013						https://www.hindawi.com/journals/jspec		23144939		fulltext	ISSN of preceding title : 1875-922X	Hindawi	serial								F	166357707
Journal of Stone and Construction Materials		3116-031X	2026						https://sanad.iau.ir/journal/stcm		3116031X		fulltext		Islamic Azad University, Khomeinishahr Branch	serial								F	297054759
Journal of Nursing Science Benha University (Online)	2682-3934	2735-5802	2020						http://jnsbu.journals.ekb.eg		27355802		fulltext		Facult of Nursing, Benha University	serial								F	253917689
Journal La Medihealtico (Online)	2721-1215	2721-1231	2020						http://newinera.com/index.php/JournalLaMedihealtico		27211231		fulltext		Newinera Publisher	serial								F	243403496
Jurnal green growth dan manajemen lingkungan (Online)	2303-2332	2597-8020	2013						http://journal.unj.ac.id/unj/index.php/jgg		25978020		fulltext		Universitas Negeri Jakarta	serial								F	219533326
Jurnal Ekonomi (Universitas Borobudur. Online)	1411-3953	2621-8925	1998						http://ejournal.borobudur.ac.id/index.php/1		26218925		fulltext		Program Pascasarjana, Universitas Borobudur Jakarta	serial								F	229423655
Jurnal Inovasi Hasil Pengabdian Masyarakat (Online)	2654-282X	2621-783X	2018						http://riset.unisma.ac.id/index.php/jipemas		2621783X		fulltext		LPPM Universitas Islam Malang	serial								F	229746039
Journal of optometry (Internet)	1888-4296	1989-1342	2008						http://www.elsevier.es/es-revista-journal-optometry-310-articulo-corrigendum-to-new-technologies-diagnostic-S1888429612001112?referer=buscador		19891342		fulltext		Elsevier Doyma	serial								F	128408014
Jurnal Exact: Interdisciplinary Studies (Online)		3124-5722	2023						https://ejournal.uin-suka.ac.id/tarbiyah/exact		31245722		fulltext		Excellent Academic Community	serial								F	297921851
Jurnal ius constituendum (Online)	2541-2345	2580-8842	2016						http://journals.usm.ac.id/index.php/jic		25808842		fulltext		Pascasarjana Magister Hukum Universitas Semarang	serial								F	204158915
Journal of psychiatry and psychology research		2640-6136	2018						http://www.scitcentral.com/journals.php?journal=30		26406136		fulltext		SciTech Central Inc.	serial								F	233161287
Jurnal Kajian Bali (Online)	2088-4443	2580-0698	2010						https://ejournal1.unud.ac.id/index.php/kajianbali		25800698		fulltext		Pusat Kajian Bali Universitas Udayana	serial								F	201824957
Jurnal Citra Kuliah Kerja Nyata (Online)		3024-806X	2023						https://jurnal.citrabakti.ac.id/index.php/jckkn		3024806X		fulltext		Pusat Penelitian dan Pengabdian Kepada Masyarakat STKIP Citra Bakti	serial								F	272385972
Journal of old Turkic studies (Online)		2564-6400	2017						http://dergipark.gov.tr/jots		25646400		fulltext		Erdem Uçar	serial								F	200458914
Journal of advanced transportation (Online)	0197-6729	2042-3195	1979						https://onlinelibrary.wiley.com/loi/1409		20423195		fulltext		Wiley Periodicals, Inc.	serial								F	162245963
Koshu eisei nenpo		2433-8591	1953			1956			https://www.jstage.jst.go.jp/browse/jhs1953/list/-char/ja		24338591		fulltext		Nihon Yakugakkai	serial								F	229739571
Mağallaẗ fuṣūṣ al-adab wa al-maՙārif (En ligne)	2773-3432	2830-8778	2022						https://www.asjp.cerist.dz/en/PresentationRevue/787		28308778		fulltext		ğāmiՙaẗ Ziyān ՙāšūr al-ğalfẗ	serial								F	264938372
Mağallaẗ al-bī'aẗ wa al-tanmiyaẗ al-mustadāmaẗ wa ṣiḥaẗ al-insān (En ligne)	2830-8530	2830-8735	2022						https://www.asjp.cerist.dz/en/PresentationRevue/854		28308735		fulltext		ğāmiՙaẗ Muḥammad Būdyāf bi-Al-Msīlaẗ	serial								F	264938321
Majallah-i dānishgāh-i ̒ulūm-i pizishkī-i Turbat-i ḥiydariyyah (Online)	2383-174X	2476-5384	2016			2016			http://jms.thums.ac.ir/		24765384		fulltext		Dānishgāh-i ̒ulūm-i pizishkī-i Turbat-i ḥiydariyyah	serial								F	19380123X
Journal of the Bulgarian Orthopaedics and Trauma Association (The )	0473-4378	2815-3715	2022						https://jbota.org/		28153715		fulltext		Bulgarian Orthopaedics and Traumatology Association (BOTA)	serial								F	264091507
Komversal (Online)	2477-8028	2502-6151	2016						https://jurnal.plb.ac.id/index.php/komversal/issue/archive		25026151		fulltext		Program Studi Hubungan Masyarakat Politeknik LP3I Bandung	serial								F	192664492
Kyoto Shiga taiikugaku kenkyu (Online)	2187-7866	2435-8835	2006						https://www.jstage.jst.go.jp/browse/kyotoshiga/list/-char/ja		24358835		fulltext		Kyoto shiga taiiku gakkai = Kyoto and Shiga Society of Physical Education, Health and Sport Sciences	serial								F	276435788
Letras (San José. En Línea)	1409-424X	2215-4094	2012						http://www.revistas.una.ac.cr/index.php/letras/index		22154094		fulltext		Editorial Universidad Nacional	serial								F	180782347
Latein und Griechisch in Nordrhein-Westfalen (Online)	2700-3531	2700-3566	2020						http://lgnrw.davnrw.de		27003566		fulltext		Deutscher Altphilologenverband	serial								F	248575643
Language and psychoanalysis		2049-324X	2012			2022			https://journals.ed.ac.uk/languageandpsychoanalysis		2049324X		fulltext		[University of Edinburgh]	serial								F	169699161
Maǧallaẗ Kulliyyaẗ Al-Tarbiyyaẗ - Ǧāmiʻaẗ Ṭanṭā (Online)	1110-1237	2735-3761	2020						https://mkmgt.journals.ekb.eg		27353761		fulltext		Faculty of Education, Tanta University	serial								F	248581627
Jurnal imajinasi (Online)		2550-102X	2017						http://ojs.unm.ac.id/index.php/imajinasi		2550102X		fulltext		Prodi Pendidikan Seni Rupa Fakultas Seni Dan Desain Universitas Negeri Makassar	serial								F	200458019
Lupus science & medicine		2053-8790	2014						http://lupus.bmj.com/		20538790		fulltext		BMJ Publishing Group Ltd.	serial								F	180528386
Lʹvìvsʹkij klìnìčnij vìsnik (Online)	2306-4269	2520-2898	2013						http://lkv.biz		25202898		fulltext		Lʹvìvsʹkij nacìonalʹnij medičnij unìversitet ìmenì Danila Galicʹkogo	serial								F	20272705X
Law Journal Of Mai Wandeu (Online)		2775-2348	2021						http://journal.wandeu.org/index.php/ljmw/index		27752348		fulltext		Lawyer Office Mai Wandeu	serial								F	254281613
Macabéa		2316-1663	2012						http://revistas.urca.br/index.php/MacREN/		23161663		fulltext		Universidade Regional do Cariri, Departamento de Línguas e Literaturas, Núcleo de Estudos de Teoria Linguística e Literária	serial								F	163735816
Lisania (Salatiga. Online)	2614-4425	2580-1716	2017						https://ejournal.uinsalatiga.ac.id/index.php/lisania		25801716		fulltext		Fakultas Tarbiyah dan Ilmu Keguruan IAIN Salatiga	serial								F	20273353X
Lietuvos chirurgija (Online)	1392-0995	1648-9942	2003						http://www.zurnalai.vu.lt/lietuvos-chirurgija		16489942		fulltext		Vilniaus universiteto leidykla	serial								F	15427917X
Kontury globalʹnyh transformacij: politika, èkonomika, pravo (Online)	2542-0240	2587-9324	2016								25879324		fulltext		Centr izučeniâ krizisnogo obŝestva	serial								F	204650011
Jurnal Jendela Ilmu		2721-6268	2020						http://jurnal.lpmiunvic.ac.id/index.php/ji		27216268		fulltext		LPMI Universitas Victory Sorong	serial								F	244305579
Legal Spirit (Online)	1978-2608	2621-9115	2007						http://publishing-widyagama.ac.id/ejournal-v2/index.php/jhls/index		26219115		fulltext		Prodi Magister Hukum Universitas Widyagama Malang	serial								F	229423795
Lenguas modernas (Santiago. En línea)	0716-0542	0719-5443	2014						http://www.lenguasmodernas.uchile.cl/		07195443		fulltext		Departamento de Ciencias Históricas, Facultad de Filosofía y Humanidades, Universidad de Chile	serial								F	185201245
Journal of water and health (Online)	1477-8920	1996-7829	2003						http://www.iwaponline.com/jwh/default.htm		19967829		fulltext		World Health Organization	serial								F	120426129
Kulʹturologìčnij alʹmanah (Online)	2786-7242	2786-7250	2022						https://almanac.npu.kiev.ua/index.php/almanac		27867250		fulltext		Nacìonalʹnij pedagogìčnij unìversitet ìmenì M.P. Dragomanova	serial								F	267733755
Mağallaẗ Al-Buḥūṯ wa Al-Dirāsāt Al-Tarbawiyyaẗ Al-ʿarabiyyaẗ (Online)	2812-6130	2812-6149	2022						https://madaa.journals.ekb.eg		28126149		fulltext		Institute of Arab Research and Studies	serial								F	26342961X
Kleine Schriften (Ägyptisches Museum - Georg Steindorff - der Universität Leipzig. Online)	2509-9876	2702-6515	2020						https://books.ub.uni-heidelberg.de/propylaeum/catalog/series/ksaegml		27026515		fulltext		Propylaeum, Fachinformationsdienst Altertumswissenschaften	serial								F	252598636
Mağallaẗ al-dirāsāt al-qānūniyaẗ wa al-iqtiṣādiyaẗ (En ligne)	2602-7321	2773-2649	2020						https://www.asjp.cerist.dz/en/PresentationRevue/649		27732649		fulltext		Al-markaz al-ğāmiՙī Barīkaẗ	serial								F	252963903
Bisma: Jurnal Manajemen (Online)	2476-8782	2714-6782	2019						http://ejournal.undiksha.ac.id/index.php/BISMA-JM		27146782		fulltext		Universitas Pendidikan Ganesha	serial								F	242386490
Bīmārī'hā-yi qābil-i intiqāl biyn-i insān va ḥiyvān (Online)	2820-9982	2820-9990	2021						https://zoonosis.ir/		28209990		fulltext		Fahām Khāmisī'pūr	serial								F	262520141
Calidad en la educación (En línea)	0717-4004	0718-4565	2001						http://www.cse.cl/public/Secciones/seccionpublicaciones/publicaciones_revista_calidad_educacion.aspx		07184565		fulltext		Consejo Superior de Educación	serial								F	121551636
Analele Universităţii Dunărea de Jos din Galaţi. Fascicula I, Economie şi Informatică aplicată (Online)	1584-0409	2344-441X	2005						http://www.eia.feaa.ugal.ro/		2344441X		fulltext		Universitatea Dunărea de Jos	serial								F	174863837
Asian toxicology research		2703-1853	2019			2022			https://natlib-primo.hosted.exlibrisgroup.com/permalink/f/1s57t7d/NLNZ_ALMA21329483720002836		27031853		fulltext		TMR Publishing Group	serial								F	250067870
Biometrical letters (Internet)	1896-3811	2199-577X							http://www.degruyter.com/view/j/bile		2199577X		fulltext		de Gruyter	serial								F	180530259
Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca. Animal Science and Biotechnologies (Online)	1843-5262	1843-536X	2007						http://journals.usamvcluj.ro/index.php/zootehnie		1843536X		fulltext		AcademicPres	serial								F	11940205X
Channing (Online)	2541-4259	2597-3630	2016						http://journal.stkipnurulhuda.ac.id/index.php/Channing/issue/archive		25973630		fulltext		STKIP Nurul Huda Sukaraja	serial								F	22690055X
Black sea journal of statistics (Online)		3108-4265	2025						http://blackseapublishers.online/index.php/stat/		31084265		fulltext		Karyay Karadeniz Yayımcılık ve Organizasyon Ticaret Limited Şirketi	serial								F	29255057X
Bitácora de Proyecto y Lugar		2711-0583	2019						https://cecar.edu.co/documentos/editorial/e-book/bitacora-de-proyecto-y-lugar.pdf		27110583		fulltext		Corporación Universitaria del Caribe	serial								F	24238532X
Carnet de bord du réseau MC3		2496-4697	2015			2015			http://mc3.hypotheses.org/		24964697		fulltext		Carnet de bord du réseau MC3	serial								F	199153590
Bengal Physician Journal (Online)		2582-1202	2018						https://www.apibpj.com/lov/BPJ		25821202		fulltext		Jaypee Brothers Medical Publishers Pvt. Ltd	serial								F	248310895
Boletín de Análisis de Indicadores de Ciencia, Tecnología e Innovación (Observatorio Colombiano de Ciencia y Tecnología)		2710-9909	2019						https://www.ocyt.org.co/boletin02102019/Boletin%20OCyT%202019.pdf		27109909		fulltext		Observatorio Colombiano de Ciencia y Tecnología	serial								F	241026407
Analytical approaches to world music		2158-5296	2010						http://aawmjournal.com/		21585296		fulltext		Analytical Approaches to World Music	serial								F	242319459
Bio-based and applied economics (Online)	2280-6180	2280-6172	2012						http://www.fupress.net/index.php/bae/index		22806172		fulltext		Firenze University press	serial								F	163502692
Chenkaantal		2583-0481	2021						http://pandianeducationaltrust.com/-chenkaantal.html		25830481		fulltext		Maheswari Publishers	serial								F	260670820
Ce sont les regardeur-euses qui font la critique		3040-1925	2022						https://critiques.hypotheses.org/		30401925		fulltext		Ce sont les regardeur-euses qui font la critique	serial								F	
BMC medical education (Online)		1472-6920	2001						http://www.biomedcentral.com/bmcmededuc/		14726920		fulltext		BioMed Central	serial								F	060303859
Chamaelo		2490-8541	2015						http://chamaelo.hypotheses.org/		24908541		fulltext		[Chamaelo]	serial								F	191088315
Cataventos		2176-4867	2009						http://revistaeletronica.unicruz.edu.br/index.php/Cataventos/index		21764867		fulltext		Universidade de Cruz Alta	serial								F	140673466
CEIS research papers		2610-931X	2003						http://www.ceistorvergata.it/area.asp?a=415		2610931X		fulltext		CEIS, Centre for economic and international studies	serial								F	224186523
Big data and computing visions (Online)	2783-4956	2821-014X	2021						https://www.bidacv.com/		2821014X		fulltext		REA Press	serial								F	263319369
Biomechanica Hungarica (Online)	2060-0305	2060-4475	2008						http://www.biomechanica.hu/index.php/biomech/		20604475		fulltext		Mordon Bt	serial								F	131776258
Atlantis advances in applied sciences (Online)	3091-4434	3091-4442	2025						https://www.atlantis-press.com/proceedings/series/aaas		30914442		fulltext		Atlantis Press	serial								F	292000561
Cadernos do LPPP UFJ		3085-7392	2024						https://cadernoslpppufj.website/ojs/index.php/clppprev/index		30857392		fulltext		Universidade Federal de Jataí, Laboratório de Psicologia e Processos Psicossociais	serial								F	283997885
Biomedicine & pharmacotherapy (Online)	0753-3322	1950-6007	2002						http://www.sciencedirect.com/science/journal/07533322		19506007		fulltext		Elsevier	serial								F	084095504
Brain and development. Case reports		2950-2217	2023						https://www.sciencedirect.com/journal/brain-and-development-case-reports		29502217		fulltext		Elsevier B.V.	serial								F	275407624
Capitalism's past		2576-0483	2018						http://www.capitalismspast.org		25760483		fulltext		Networks and Neighbors, an affiliate of the Punctum Books imprint Gracchi Books	serial								F	269305866
Boletim Técnico & Científico (Bauru)		2966-3350	2023						https://boletinseditora.editoraiberoamericana.com/boletins/index		29663350		fulltext		Editora Ibero-Americana	serial								F	280402457
Bioluminarium		3036-0862							https://bioluminarium.hypotheses.org/		30360862		fulltext		Bioluminarium	serial								F	276622006
Dinamika Hak Asasi Manusia (Online)	1410-3982	2775-8648	2009						http://journal.ubaya.ac.id/index.php/JDH		27758648		fulltext		Pusat Studi Hak Asasi Manusia Universitas Surabaya	serial								F	25490498X
Diponegoro International Medical Journal		2745-5815	2020						https://ejournal2.undip.ac.id/index.php/dimj/index		27455815		fulltext		Fakultas Kedokteran Universitas Diponegoro	serial								F	250322552
Education law & policy brief journal		2473-6570	2017						https://epbj-ojs-tamu.tdl.org/epbj/issue/archive		24736570		fulltext		Education Leadership Research Center, Texas A&M University	serial								F	232583803
